NINPUT,STRATEGIA,SPEEDUP,EFFICIENZA
200000000,1,3.270247438412906,0.40878092980161324
200000000,2,3.3296016756346827,0.41620020945433533
200000000,3,3.2616254416961135,0.4077031802120142
